Midascontactid,Createdat,Emailpermissionstatus,Cont.Acq.Src,Email.Src.First,Segment,Segmentsecondary,Email.Acq.Dt,Email.Pref.Ch.Dt,Entry.Point.List,Cont.Acq.Src2,Cont.Acq.Dte,Prod.Buy.Last,Prod.Buy.First,Prod.Buy.Accessories,Prod.Buy.All.In.One.Desktop,Prod.Buy.Desktop,Prod.Buy.Idc,Prod.Buy.Idpd,Prod.Buy.Laptop,Prod.Buy.Servers,Prod.Buy.Software,Prod.Buy.Thnkc,Prod.Buy.Thnkp,Prod.Buy.Warranties,Prod.Buy.Workstation,Prod.Buy.Android.Tablet,Prod.Buy.Windows.Tablet,Prod.Buy.Convertible,Prod.Buy.Android.Os,Prod.Buy.Gaming,Prod.Buy.Windows.Os,Prod.Buy.Gaming.Related,Country,Eml.Sent.Num,Eml.Sent.First.Ts,Eml.Sent.Last.Ts,Eml.Open.Num,Eml.Open.First.Ts,Eml.Open.Last.Ts,Eml.Click.Num,Eml.Click.First.Ts,Eml.Click.Last.Ts,Eml.Bounce.Last.Ts,Eml.Unsub.Last.Ts,Eml.Spam.Last.Ts,Email.Domain,Em.Pref.Status,Em.Pref.Dte,Invalid.Email.Dte,Em.Spamclplt.Dte
1040155800,26/08/2019,I,ADBEMA19,ADBEMA19,CON,,24/08/2019,30/08/2019,|ADBEMA1906|OOBWIN1506|,ADBEMA19,24/08/2019,30/08/2019,30/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,41,29/08/2019,13/01/2020,33,29/08/2019,24/12/2019,4,29/08/2019,24/12/2019,NA,NA,NA,hotmail.com,I,24/08/2019,NA,NA
1044590927,15/12/2019,U,OOBWIN15,,CON,,NA,06/01/2020,|HYBORD1502|OOBWIN1506|SAPCRMSHIP120501|,OOBWIN15,14/12/2019,06/01/2020,14/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,spiritnorthxc.ca,U,06/01/2020,NA,NA
1039558122,31/07/2019,U,SAPCRMSH,,CON,,NA,12/08/2019,|OOBWIN1506|SAPCRMSHIP120501|,SAPCRMSH,29/07/2019,12/08/2019,28/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,hotmail.com,U,12/08/2019,NA,NA
1038746612,11/06/2019,U,OOBWIN15,,CON,,NA,10/06/2019,|OOBWIN1506|,OOBWIN15,10/06/2019,10/06/2019,10/06/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/06/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,eqxsystems.com,U,10/06/2019,12/06/2019,NA
1040219907,27/08/2019,I,OOBWIN15,OOBWIN15,CON,,26/08/2019,26/08/2019,|OOBWIN1506|,OOBWIN15,26/08/2019,26/08/2019,26/08/2019,NA,NA,NA,NA,26/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,4,27/08/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,26/08/2019,NA,NA
1038047272,21/04/2019,I,OOBWIN15,OOBWIN15,CON,,20/04/2019,20/04/2019,|OOBWIN1506|,OOBWIN15,20/04/2019,20/04/2019,20/04/2019,NA,NA,NA,NA,20/04/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,193,21/04/2019,20/02/2020,2,22/04/2019,07/08/2019,0,NA,NA,NA,NA,NA,outlook.com,I,20/04/2019,NA,NA
1041971012,18/09/2019,I,OOBWIN15,OOBWIN15,CON,,17/09/2019,17/09/2019,|OOBWIN1506|,OOBWIN15,17/09/2019,17/09/2019,17/09/2019,NA,NA,NA,NA,17/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,3,25/11/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,yahoo.com,I,17/09/2019,NA,NA
1002236100,21/10/2019,I,LDRPRELD,LDRPRELD,CON,,11/11/2014,21/10/2019,|LEADERTECH|OOBWIN1506|,LDRPRELD,11/11/2014,21/10/2019,11/11/2014,NA,NA,NA,NA,21/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/11/2014,NA,US,37,21/02/2017,22/01/2020,1,28/11/2019,28/11/2019,0,NA,NA,NA,NA,NA,gmail.com,I,21/10/2019,NA,NA
1045718422,14/01/2020,I,OOBWIN15,OOBWIN15,CON,,14/01/2020,14/01/2020,|OOBWIN1506|,OOBWIN15,14/01/2020,14/01/2020,14/01/2020,NA,NA,NA,NA,14/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,1,14/01/2020,14/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,protonmail.com,I,14/01/2020,NA,NA
1038101094,26/04/2019,I,OOBWIN15,OOBWIN15,CON,,25/04/2019,25/04/2019,|OOBWIN1506|,OOBWIN15,25/04/2019,25/04/2019,25/04/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/04/2019,US,8,16/05/2019,14/02/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,25/04/2019,NA,NA
1044229128,09/12/2019,I,OOBWIN15,OOBWIN15,CON,,09/12/2019,09/12/2019,|OOBWIN1506|,OOBWIN15,09/12/2019,09/12/2019,09/12/2019,NA,NA,NA,NA,09/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,3,09/12/2019,13/01/2020,1,09/12/2019,09/12/2019,1,09/12/2019,09/12/2019,NA,NA,NA,gmail.com,I,09/12/2019,NA,NA
1041847655,14/09/2019,I,OOBWIN15,OOBWIN15,CON,,13/09/2019,13/09/2019,|OOBWIN1506|,OOBWIN15,13/09/2019,13/09/2019,13/09/2019,NA,NA,NA,NA,13/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,25/11/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,13/09/2019,NA,NA
1038484979,24/05/2019,I,OOBWIN15,OOBWIN15,CON,,23/05/2019,23/05/2019,|OOBWIN1506|,OOBWIN15,23/05/2019,23/05/2019,23/05/2019,NA,NA,NA,NA,23/05/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,5,24/05/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,outlook.com,I,23/05/2019,NA,NA
1034504521,30/09/2019,U,HYBRIS15,,AFF,,NA,16/09/2019,|HYBORD1502|HYBRIS1506|LRPPRF1508|SAPCRMSHIP120501|,HYBRIS15,07/11/2018,16/09/2019,07/11/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,CA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,U,16/09/2019,NA,NA
1038989622,27/06/2019,U,SAPCRMSH,,CON,,NA,08/07/2019,|OOBWIN1506|SAPCRMSHIP120501|,SAPCRMSH,25/06/2019,08/07/2019,22/06/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,5,08/07/2019,24/12/2019,2,08/07/2019,26/11/2019,0,NA,NA,NA,NA,NA,gmail.com,U,08/07/2019,NA,NA
1045590237,13/01/2020,U,OOBWIN15,,CON,,NA,12/01/2020,|OOBWIN1506|,OOBWIN15,12/01/2020,12/01/2020,12/01/2020,NA,NA,NA,NA,12/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,U,12/01/2020,NA,NA
1042420348,03/10/2019,I,OOBWIN15,OOBWIN15,CON,,03/10/2019,03/10/2019,|OOBWIN1506|,OOBWIN15,03/10/2019,03/10/2019,03/10/2019,NA,NA,NA,NA,03/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,37,03/10/2019,13/01/2020,1,01/12/2019,01/12/2019,0,NA,NA,NA,NA,NA,gmail.com,I,03/10/2019,NA,NA
1046169912,30/01/2020,I,OOBWIN15,OOBWIN15,CON,,30/01/2020,30/01/2020,|OOBWIN1506|,OOBWIN15,30/01/2020,30/01/2020,30/01/2020,NA,30/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,30/01/2020,15/02/2020,2,30/01/2020,13/02/2020,0,NA,NA,NA,NA,NA,hotmail.com,I,30/01/2020,NA,NA
1044656207,17/12/2019,I,ADBEMA19,ADBEMA19,CON,,18/12/2019,18/12/2019,|ADBEMA1906|,ADBEMA19,18/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,29,17/12/2019,20/02/2020,1,15/01/2020,15/01/2020,0,NA,NA,NA,NA,NA,gmail.com,I,18/12/2019,NA,NA
1045259264,03/01/2020,U,OOBWIN15,,CON,,NA,02/01/2020,|OOBWIN1506|,OOBWIN15,02/01/2020,02/01/2020,02/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,1,03/01/2020,18/01/2020,1,04/01/2020,18/01/2020,1,18/01/2020,18/01/2020,NA,NA,NA,yahoo.com,U,02/01/2020,NA,NA
1043929144,02/12/2019,U,OOBWIN15,,CON,,NA,01/12/2019,|OOBWIN1506|,OOBWIN15,01/12/2019,01/12/2019,01/12/2019,NA,NA,NA,NA,01/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,1,24/12/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,outlook.com,U,01/12/2019,NA,NA
1042991314,25/10/2019,I,OOBWIN15,OOBWIN15,CON,,25/10/2019,25/10/2019,|OOBWIN1506|,OOBWIN15,25/10/2019,25/10/2019,25/10/2019,NA,NA,NA,NA,25/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,33,25/10/2019,26/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,25/10/2019,NA,NA
1038975712,26/06/2019,I,HYBRIS15,HYBRIS15,CON,,26/06/2019,03/07/2019,|HYBORD1502|HYBRIS1506|SAPCRMSHIP120501|,HYBRIS15,26/06/2019,03/07/2019,26/06/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/07/2019,NA,NA,US,106,26/06/2019,14/02/2020,0,NA,NA,0,NA,NA,NA,NA,NA,conradjohnson.com,I,03/07/2019,NA,NA
1039702608,08/08/2019,I,LEDSWP19,LEDSWP19,CON,,08/08/2019,08/08/2019,|LEDSWP1901|,LEDSWP19,08/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,hotmail.com,I,08/08/2019,NA,NA
1043030367,27/10/2019,I,OOBWIN15,OOBWIN15,CON,,28/10/2019,28/10/2019,|OOBWIN1506|,OOBWIN15,28/10/2019,28/10/2019,28/10/2019,NA,NA,NA,NA,28/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,28,27/10/2019,13/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,28/10/2019,NA,NA
1039101771,05/07/2019,I,HWDCGS19,HWDCGS19,CON,,04/07/2019,04/07/2019,|HWDCGS1905|HWDHEL1908|,HWDCGS19,04/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,140,05/07/2019,20/02/2020,50,30/07/2019,17/02/2020,0,NA,NA,NA,NA,NA,gmail.com,I,04/07/2019,NA,NA
1046030376,24/01/2020,I,OOBWIN15,OOBWIN15,CON,,24/01/2020,24/01/2020,|OOBWIN1506|,OOBWIN15,24/01/2020,24/01/2020,24/01/2020,NA,NA,NA,NA,24/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,1,24/01/2020,24/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,msn.com,I,24/01/2020,NA,NA
1039740400,10/08/2019,I,HYBRIS15,HYBRIS15,CON,,09/08/2019,09/08/2019,|HYBRIS1506|,HYBRIS15,09/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,hotmali.cn,I,09/08/2019,NA,NA
1045534536,11/01/2020,U,OOBWIN15,,CON,,NA,10/01/2020,|OOBWIN1506|,OOBWIN15,10/01/2020,10/01/2020,10/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,17,11/01/2020,20/02/2020,4,12/01/2020,17/02/2020,4,12/01/2020,18/02/2020,NA,NA,NA,mac.com,U,10/01/2020,NA,NA
220237376,03/02/2020,I,VALUECLK,VALUECLK,CON,,14/12/2011,17/12/2019,|HWDCGS1905|VALUECLK|,VALUECLK,14/12/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,4,03/02/2020,20/02/2020,0,NA,NA,0,NA,NA,NA,NA,NA,hotmail.com,I,17/12/2019,NA,NA
1040164730,26/08/2019,I,OOBWIN15,OOBWIN15,CON,,24/08/2019,24/08/2019,|OOBWIN1506|,OOBWIN15,24/08/2019,24/08/2019,24/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,3,22/11/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,yahoo.com,I,24/08/2019,NA,NA
1045977680,22/01/2020,I,OOBWIN15,OOBWIN15,CON,,22/01/2020,22/01/2020,|OOBWIN1506|,OOBWIN15,22/01/2020,22/01/2020,22/01/2020,NA,NA,NA,NA,22/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,1,22/01/2020,22/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,22/01/2020,NA,NA
1042408178,03/10/2019,U,OOBWIN15,,CON,,NA,02/10/2019,|OOBWIN1506|,OOBWIN15,02/10/2019,02/10/2019,02/10/2019,NA,NA,NA,NA,02/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,25/11/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,U,02/10/2019,NA,NA
1046490774,13/02/2020,I,OOBWIN15,OOBWIN15,CON,,13/02/2020,13/02/2020,|OOBWIN1506|,OOBWIN15,13/02/2020,13/02/2020,13/02/2020,NA,NA,NA,NA,13/02/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,1,13/02/2020,13/02/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,13/02/2020,NA,NA
1043032820,28/10/2019,I,OOBWIN15,OOBWIN15,CON,,27/10/2019,27/10/2019,|HYBRIS1506|OOBWIN1506|,OOBWIN15,27/10/2019,27/10/2019,27/10/2019,NA,NA,NA,NA,27/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,hotmail.com,I,27/10/2019,NA,NA
1044606937,15/12/2019,I,OOBWIN15,OOBWIN15,CON,,15/12/2019,15/12/2019,|OOBWIN1506|,OOBWIN15,15/12/2019,15/12/2019,15/12/2019,NA,15/12/2019,NA,15/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,4,15/12/2019,13/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,15/12/2019,NA,NA
1045573403,12/01/2020,I,OOBWIN15,OOBWIN15,CON,,12/01/2020,12/01/2020,|OOBWIN1506|,OOBWIN15,12/01/2020,12/01/2020,12/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,12/01/2020,13/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,12/01/2020,NA,NA
1046586288,18/02/2020,I,COMAPS16,HYBRIS15,CON,,18/02/2020,19/02/2020,|COMAPS1603|CROWDS1902|HYBORD1502|HYBRIS1506|SAPCRMSHIP120501|,COMAPS16,18/02/2020,19/02/2020,18/02/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19/02/2020,NA,NA,NA,NA,NA,NA,NA,NA,US,1,20/02/2020,20/02/2020,0,NA,NA,0,NA,NA,NA,NA,NA,yahoo.com,I,18/02/2020,NA,NA
1039654678,05/08/2019,I,OOBWIN15,OOBWIN15,CON,,04/08/2019,04/08/2019,|OOBWIN1506|,OOBWIN15,04/08/2019,04/08/2019,04/08/2019,NA,NA,NA,NA,04/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,3,02/11/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,yahoo.com,I,04/08/2019,NA,NA
1041262844,31/08/2019,I,ADBEMA19,ADBEMA19,CON,,31/08/2019,31/08/2019,|ADBEMA1906|,ADBEMA19,31/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,95,31/08/2019,20/02/2020,31,31/08/2019,17/02/2020,8,31/08/2019,02/12/2019,NA,NA,NA,gmail.com,I,31/08/2019,NA,NA
1041348796,16/09/2019,U,HYBORD15,,CON,,NA,28/09/2019,|HYBORD1502|HYBRIS1506|OOBWIN1506|SAPCRMSHIP120501|,HYBORD15,03/09/2019,28/09/2019,03/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,86,26/09/2019,20/02/2020,2,26/09/2019,05/10/2019,0,NA,NA,NA,NA,NA,gmail.com,U,28/09/2019,NA,NA
1044178490,07/12/2019,I,OOBWIN15,OOBWIN15,CON,,07/12/2019,07/12/2019,|OOBWIN1506|,OOBWIN15,07/12/2019,07/12/2019,07/12/2019,NA,NA,NA,NA,07/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,7,07/12/2019,13/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,live.com,I,07/12/2019,NA,NA
1044627880,16/12/2019,I,COMEMS15,COMEMS15,CON,,16/12/2019,16/12/2019,|COMEMS1507|,COMEMS15,16/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,29,16/12/2019,20/02/2020,0,NA,NA,0,NA,NA,NA,NA,NA,hotmail.com,I,16/12/2019,NA,NA
1043284177,10/11/2019,I,OOBWIN15,OOBWIN15,CON,,10/11/2019,10/11/2019,|OOBWIN1506|,OOBWIN15,10/11/2019,10/11/2019,10/11/2019,NA,NA,NA,NA,10/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,30,10/11/2019,13/01/2020,1,17/11/2019,17/11/2019,0,NA,NA,NA,NA,NA,gmail.com,I,10/11/2019,NA,NA
1041317745,02/09/2019,I,ADBEMA19,ADBEMA19,CON,,02/09/2019,02/09/2019,|ADBEMA1906|,ADBEMA19,02/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,93,02/09/2019,20/02/2020,4,03/09/2019,09/01/2020,1,09/01/2020,09/01/2020,NA,NA,NA,outlook.com,I,02/09/2019,NA,NA
1043237437,07/11/2019,U,SAPCRMSH,,CON,,NA,05/11/2019,|SAPCRMSHIP120501|,SAPCRMSH,05/11/2019,05/11/2019,02/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,U,05/11/2019,NA,NA
1042557829,05/10/2019,I,OOBWIN15,OOBWIN15,CON,,05/10/2019,05/10/2019,|OOBWIN1506|,OOBWIN15,05/10/2019,05/10/2019,05/10/2019,NA,NA,NA,NA,05/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,36,05/10/2019,13/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,05/10/2019,NA,NA
1039851823,14/08/2019,I,OOBWIN15,OOBWIN15,CON,,13/08/2019,13/08/2019,|OOBWIN1506|,OOBWIN15,13/08/2019,13/08/2019,13/08/2019,NA,NA,NA,NA,13/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,5,14/08/2019,24/12/2019,1,16/08/2019,03/09/2019,0,NA,NA,NA,NA,NA,gmail.com,I,13/08/2019,NA,NA
1045744217,15/01/2020,U,SAPCRMSH,,CON,,NA,18/01/2020,|OOBWIN1506|SAPCRMSHIP120501|,SAPCRMSH,13/01/2020,18/01/2020,26/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,U,18/01/2020,NA,NA
1044680784,18/12/2019,O,HYBRIS15,HYBRIS15,SMB,AFF,18/12/2019,18/01/2020,|CROWDS1902|DNBAPI1609|HYBORD1502|HYBRIS1506|SAPCRMSHIP120501|,HYBRIS15,18/12/2019,18/12/2019,18/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,13,19/12/2019,13/01/2020,1,14/01/2020,14/01/2020,1,14/01/2020,14/01/2020,NA,NA,NA,texaschildrens.org,I,18/12/2019,NA,NA
1038075004,23/04/2019,I,NETMINNG,NETMINNG,CON,,23/04/2019,23/04/2019,|IGNONE20121024|,NETMINNG,23/04/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,23/04/2019,NA,NA
1035902938,02/11/2019,I,LRPPRF15,LRPPRF15,CON,,25/12/2018,01/11/2019,|HYBRIS1506|LRPPRF1508|,LRPPRF15,25/12/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,1,24/01/2019,24/01/2019,1,27/01/2019,27/01/2019,0,NA,NA,NA,NA,NA,outlook.com,I,25/12/2018,NA,NA
1041399870,05/09/2019,I,OOBWIN15,OOBWIN15,CON,,04/09/2019,04/09/2019,|OOBWIN1506|,OOBWIN15,04/09/2019,04/09/2019,04/09/2019,NA,NA,NA,NA,04/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,8,05/09/2019,24/12/2019,1,08/09/2019,08/09/2019,0,NA,NA,NA,NA,NA,yahoo.com,I,04/09/2019,NA,NA
1042415318,03/10/2019,I,OOBWIN15,OOBWIN15,CON,,03/10/2019,03/10/2019,|OOBWIN1506|,OOBWIN15,03/10/2019,03/10/2019,03/10/2019,NA,NA,NA,NA,03/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,5,03/10/2019,28/10/2019,3,03/10/2019,26/10/2019,0,NA,NA,NA,NA,NA,taracorporate.com,I,03/10/2019,NA,NA
1041428523,05/09/2019,U,SAPCRMSH,,CON,,NA,04/09/2019,|SAPCRMSHIP120501|,SAPCRMSH,04/09/2019,04/09/2019,02/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,9,12/09/2019,30/09/2019,4,12/09/2019,30/09/2019,2,13/09/2019,30/09/2019,NA,NA,NA,gmail.com,U,04/09/2019,NA,NA
1046348731,07/02/2020,U,OOBWIN15,,CON,,NA,06/02/2020,|OOBWIN1506|,OOBWIN15,06/02/2020,06/02/2020,06/02/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/02/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,1,07/02/2020,19/02/2020,1,08/02/2020,20/02/2020,0,NA,NA,NA,NA,NA,gmail.com,U,06/02/2020,NA,NA
1040049563,21/08/2019,I,OOBWIN15,OOBWIN15,CON,,20/08/2019,20/08/2019,|OOBWIN1506|,OOBWIN15,20/08/2019,20/08/2019,20/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/08/2019,US,1,18/11/2019,18/11/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,20/08/2019,22/08/2019,NA
1039245039,23/07/2019,I,OOBWIN15,OOBWIN15,CON,,12/07/2019,12/07/2019,|OOBWIN1506|,OOBWIN15,12/07/2019,12/07/2019,12/07/2019,NA,NA,NA,NA,12/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,3,10/10/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,naver.com,I,12/07/2019,NA,NA
1046011209,24/01/2020,I,CROWDS19,CROWDS19,CON,,23/01/2020,24/01/2020,|COMAPS1603|CROWDS1902|HYBORD1502|HYBRIS1506|,CROWDS19,23/01/2020,24/01/2020,24/01/2020,NA,NA,NA,NA,24/01/2020,NA,NA,NA,NA,NA,24/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,US,5,02/02/2020,20/02/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,23/01/2020,NA,NA
1041573217,09/09/2019,I,OOBWIN15,OOBWIN15,CON,,08/09/2019,29/09/2019,|HYBRIS1506|OOBWIN1506|,OOBWIN15,08/09/2019,08/09/2019,08/09/2019,NA,NA,NA,NA,08/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,96,09/09/2019,20/02/2020,6,10/09/2019,08/10/2019,0,NA,NA,NA,NA,NA,hotmail.com,I,08/09/2019,NA,NA
1044974990,25/12/2019,I,OOBWIN15,OOBWIN15,CON,,25/12/2019,25/12/2019,|OOBWIN1506|,OOBWIN15,25/12/2019,25/12/2019,25/12/2019,NA,NA,NA,NA,25/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,25/12/2019,13/01/2020,1,14/01/2020,14/01/2020,1,14/01/2020,14/01/2020,NA,NA,NA,yahoo.com,I,25/12/2019,NA,NA
