Midascontactid,Createdat,Emailpermissionstatus,Cont.Acq.Src,Email.Src.First,Segment,Segmentsecondary,Email.Acq.Dt,Email.Pref.Ch.Dt,Entry.Point.List,Cont.Acq.Src2,Cont.Acq.Dte,Prod.Buy.Last,Prod.Buy.First,Prod.Buy.Accessories,Prod.Buy.All.In.One.Desktop,Prod.Buy.Desktop,Prod.Buy.Idc,Prod.Buy.Idpd,Prod.Buy.Laptop,Prod.Buy.Servers,Prod.Buy.Software,Prod.Buy.Thnkc,Prod.Buy.Thnkp,Prod.Buy.Warranties,Prod.Buy.Workstation,Prod.Buy.Android.Tablet,Prod.Buy.Windows.Tablet,Prod.Buy.Convertible,Prod.Buy.Android.Os,Prod.Buy.Gaming,Prod.Buy.Windows.Os,Prod.Buy.Gaming.Related,Country,Eml.Sent.Num,Eml.Sent.First.Ts,Eml.Sent.Last.Ts,Eml.Open.Num,Eml.Open.First.Ts,Eml.Open.Last.Ts,Eml.Click.Num,Eml.Click.First.Ts,Eml.Click.Last.Ts,Eml.Bounce.Last.Ts,Eml.Unsub.Last.Ts,Eml.Spam.Last.Ts,Email.Domain,Em.Pref.Status,Em.Pref.Dte,Invalid.Email.Dte,Em.Spamclplt.Dte
1043070280,29/10/2019,I,OOBWIN15,OOBWIN15,CON,,29/10/2019,29/10/2019,|OOBWIN1506|,OOBWIN15,29/10/2019,29/10/2019,29/10/2019,NA,NA,NA,NA,29/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,31,29/10/2019,30/01/2020,27,29/10/2019,27/12/2019,0,NA,NA,NA,NA,NA,gmail.com,I,29/10/2019,NA,NA
1041839411,14/09/2019,U,OOBWIN15,,CON,,NA,13/09/2019,|OOBWIN1506|,OOBWIN15,13/09/2019,13/09/2019,13/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,25/11/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,U,13/09/2019,NA,NA
1039943988,17/08/2019,U,OOBWIN15,,CON,,NA,16/08/2019,|OOBWIN1506|,OOBWIN15,16/08/2019,16/08/2019,16/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,25/11/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,U,16/08/2019,NA,NA
1046097437,27/01/2020,I,OOBWIN15,OOBWIN15,CON,,27/01/2020,27/01/2020,|OOBWIN1506|,OOBWIN15,27/01/2020,27/01/2020,27/01/2020,NA,NA,NA,NA,27/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,1,27/01/2020,27/01/2020,1,27/01/2020,27/01/2020,0,NA,NA,NA,NA,NA,gmail.com,I,27/01/2020,NA,NA
1044483422,12/12/2019,I,OOBWIN15,OOBWIN15,CON,,12/12/2019,12/12/2019,|OOBWIN1506|,OOBWIN15,12/12/2019,12/12/2019,12/12/2019,NA,NA,NA,NA,12/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,3,12/12/2019,13/01/2020,1,14/12/2019,14/12/2019,0,NA,NA,NA,NA,NA,hotmail.com,I,12/12/2019,NA,NA
1039748407,10/08/2019,U,OOBWIN15,,CON,,NA,09/08/2019,|OOBWIN1506|,OOBWIN15,09/08/2019,09/08/2019,09/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,25/11/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,U,09/08/2019,NA,NA
1041379879,05/09/2019,I,HYBRIS15,HYBRIS15,CON,,04/09/2019,04/09/2019,|HYBRIS1506|,HYBRIS15,04/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,133mail.cn,I,04/09/2019,NA,NA
1041614605,10/09/2019,I,OOBWIN15,OOBWIN15,CON,,09/09/2019,07/10/2019,|OOBWIN1506|,OOBWIN15,09/09/2019,07/10/2019,09/09/2019,NA,NA,NA,NA,07/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,34,07/10/2019,13/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,yahoo.com,I,07/10/2019,NA,NA
1039086632,04/07/2019,I,HYBRIS15,HYBRIS15,CON,,03/07/2019,16/07/2019,|HYBORD1502|HYBRIS1506|OOBWIN1506|SAPCRMSHIP120501|,HYBRIS15,03/07/2019,16/07/2019,03/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,41,04/07/2019,05/02/2020,14,04/07/2019,10/09/2019,0,NA,NA,NA,NA,NA,gmail.com,I,03/07/2019,NA,NA
1040136519,26/08/2019,I,ADBEMA19,ADBEMA19,CON,,23/08/2019,23/08/2019,|ADBEMA1906|,ADBEMA19,23/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,44,29/08/2019,30/11/2019,1,11/11/2019,11/11/2019,0,NA,NA,NA,NA,NA,gmail.com,I,23/08/2019,NA,NA
1039555064,31/07/2019,U,OOBWIN15,,CON,,NA,30/07/2019,|OOBWIN1506|,OOBWIN15,30/07/2019,30/07/2019,30/07/2019,NA,NA,NA,NA,30/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,4,31/07/2019,24/12/2019,1,31/07/2019,16/08/2019,0,NA,NA,NA,NA,NA,iliauni.edu.ge,U,30/07/2019,NA,NA
1043069598,29/10/2019,I,OOBWIN15,OOBWIN15,CON,,29/10/2019,29/10/2019,|OOBWIN1506|,OOBWIN15,29/10/2019,29/10/2019,29/10/2019,NA,NA,NA,NA,29/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,31,29/10/2019,30/01/2020,1,30/11/2019,30/11/2019,0,NA,NA,NA,NA,NA,yahoo.com,I,29/10/2019,NA,NA
1039652613,05/08/2019,I,OOBWIN15,OOBWIN15,CON,,04/08/2019,04/08/2019,|OOBWIN1506|,OOBWIN15,04/08/2019,04/08/2019,04/08/2019,NA,NA,NA,NA,04/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,64,02/11/2019,20/02/2020,2,26/11/2019,29/11/2019,0,NA,NA,NA,NA,NA,gmail.com,I,04/08/2019,NA,NA
1038209853,04/05/2019,U,OOBWIN15,,CON,,NA,19/01/2020,|HYBRIS1506|OOBWIN1506|,OOBWIN15,02/05/2019,02/05/2019,02/05/2019,NA,NA,NA,NA,02/05/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,live.ca,U,19/01/2020,NA,NA
1004406594,03/06/2019,I,EPI2,EPI2,CON,,08/03/2015,01/06/2019,|IGNONE20121024|JDAGUEST102012|LENI2|OOBWIN1506|,EPI2,08/03/2015,01/06/2019,08/03/2015,NA,NA,NA,NA,01/06/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,4,30/05/2017,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,08/03/2015,NA,NA
1041409196,05/09/2019,I,OOBWIN15,OOBWIN15,CON,,04/09/2019,04/09/2019,|OOBWIN1506|,OOBWIN15,04/09/2019,04/09/2019,04/09/2019,NA,NA,NA,NA,04/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,3,25/11/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,04/09/2019,NA,NA
1046124181,29/01/2020,I,CROWDS19,CROWDS19,CON,,28/01/2020,29/02/2020,|COMAPS1603|CROWDS1902|HYBORD1502|HYBRIS1506|OOBWIN1506|SAPCRMSHIP120501|,CROWDS19,28/01/2020,06/02/2020,29/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,7,29/01/2020,13/02/2020,2,02/02/2020,07/02/2020,0,NA,NA,NA,NA,NA,outlook.com,I,06/02/2020,NA,NA
1039821862,13/08/2019,I,ADBEMA19,ADBEMA19,CON,,12/08/2019,12/08/2019,|ADBEMA1906|,ADBEMA19,12/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,12/08/2019,NA,NA
1043152641,02/11/2019,I,ADBEMA19,ADBEMA19,CON,,02/11/2019,02/11/2019,|ADBEMA1906|,ADBEMA19,02/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,68,02/11/2019,20/02/2020,1,24/12/2019,24/12/2019,0,NA,NA,NA,NA,NA,gmail.com,I,02/11/2019,NA,NA
1038594898,31/05/2019,U,OOBWIN15,,CON,,NA,30/05/2019,|OOBWIN1506|,OOBWIN15,30/05/2019,30/05/2019,30/05/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,4,31/05/2019,24/12/2019,1,19/06/2019,22/06/2019,0,NA,NA,NA,NA,NA,yahoo.com,U,30/05/2019,NA,NA
1012406185,28/10/2019,I,OOBWIN14,OOBWIN14,CON,,22/04/2016,28/10/2019,|OOBWIN1407|OOBWIN1506|RI6 PERMISSION|,OOBWIN14,22/04/2016,28/10/2019,22/04/2016,NA,NA,NA,NA,28/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,40,22/07/2018,26/01/2020,29,03/08/2016,26/01/2020,5,03/08/2016,09/12/2019,NA,25/10/2018,NA,hotmail.com,I,28/10/2019,NA,NA
1017391686,07/12/2019,I,OOBWIN15,OOBWIN15,CON,,02/12/2016,07/12/2019,|OOBWIN1506|RI6 PERMISSION|,OOBWIN15,02/12/2016,07/12/2019,02/12/2016,NA,NA,NA,NA,07/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,13,03/12/2016,13/01/2020,4,13/12/2017,08/12/2019,0,NA,NA,NA,30/01/2018,NA,gmail.com,I,07/12/2019,NA,NA
1038100096,20/05/2019,U,HYBRIS15,,CON,,NA,13/05/2019,|HYBORD1502|HYBRIS1506|SAPCRMSHIP120501|,HYBRIS15,25/04/2019,13/05/2019,25/04/2019,NA,NA,13/05/2019,NA,NA,NA,NA,NA,13/05/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,19/07/2019,12/11/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,U,13/05/2019,NA,NA
1038139914,29/04/2019,I,NETMINNG,NETMINNG,CON,,29/04/2019,29/04/2019,|IGNONE20121024|,NETMINNG,29/04/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,yahoo.com,I,29/04/2019,NA,NA
1039817499,13/08/2019,I,HYBRIS15,HYBRIS15,CON,,12/08/2019,12/08/2019,|HYBRIS1506|,HYBRIS15,12/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,hotmali.cn,I,12/08/2019,NA,NA
1046800158,26/02/2020,I,OOBWIN15,OOBWIN15,CON,,26/02/2020,26/02/2020,|OOBWIN1506|,OOBWIN15,26/02/2020,26/02/2020,26/02/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,26/02/2020,NA,NA
1039649290,05/08/2019,U,OOBWIN15,,CON,,NA,14/11/2019,|OOBWIN1506|,OOBWIN15,04/08/2019,14/11/2019,04/08/2019,NA,NA,NA,NA,14/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,25/11/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,icloud.com,U,14/11/2019,NA,NA
1037937384,27/06/2019,I,HYBRIS15,HWDCGS19,CON,,24/06/2019,17/09/2019,|HWDCGS1905|HWDHEL1908|HYBRIS1506|TSMGIV2001|,HYBRIS15,13/04/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,142,27/06/2019,20/02/2020,9,04/07/2019,06/12/2019,2,16/07/2019,31/10/2019,NA,NA,NA,yahoo.com,I,17/09/2019,NA,NA
1046342782,06/02/2020,I,OOBWIN15,OOBWIN15,CON,,06/02/2020,06/02/2020,|OOBWIN1506|,OOBWIN15,06/02/2020,06/02/2020,06/02/2020,NA,NA,NA,NA,06/02/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,1,06/02/2020,06/02/2020,1,10/02/2020,10/02/2020,0,NA,NA,NA,NA,NA,outlook.com,I,06/02/2020,NA,NA
1042827734,17/10/2019,I,OOBWIN15,OOBWIN15,CON,,17/10/2019,17/10/2019,|OOBWIN1506|,OOBWIN15,17/10/2019,17/10/2019,17/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,34,17/10/2019,13/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,17/10/2019,NA,NA
1042640836,09/10/2019,I,OOBWIN15,OOBWIN15,CON,,09/10/2019,09/10/2019,|OOBWIN1506|,OOBWIN15,09/10/2019,09/10/2019,09/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,09/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,32,09/10/2019,13/01/2020,6,11/10/2019,10/01/2020,0,NA,NA,NA,NA,NA,aol.com,I,09/10/2019,NA,NA
1038396542,17/06/2019,U,HYBRIS15,,CON,,NA,04/06/2019,|HYBORD1502|HYBRIS1506|OOBWIN1506|SAPCRMSHIP120501|,HYBRIS15,17/05/2019,04/06/2019,17/05/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/06/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,16,19/07/2019,24/12/2019,4,19/07/2019,10/08/2019,1,04/08/2019,04/08/2019,NA,NA,NA,att.net,U,04/06/2019,NA,NA
1043286365,11/11/2019,I,OOBWIN15,OOBWIN15,CON,,11/11/2019,11/11/2019,|OOBWIN1506|,OOBWIN15,11/11/2019,11/11/2019,11/11/2019,NA,NA,NA,NA,11/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,30,11/11/2019,13/01/2020,8,11/11/2019,04/12/2019,2,21/11/2019,29/11/2019,NA,NA,NA,gmail.com,I,11/11/2019,NA,NA
1046021063,24/01/2020,U,OOBWIN15,,CON,,NA,23/01/2020,|OOBWIN1506|,OOBWIN15,23/01/2020,23/01/2020,23/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/01/2020,NA,NA,US,3,27/01/2020,14/02/2020,0,NA,NA,0,NA,NA,NA,NA,NA,outlook.com,U,23/01/2020,NA,NA
1043305331,12/11/2019,I,OOBWIN15,OOBWIN15,CON,,12/11/2019,12/11/2019,|OOBWIN1506|,OOBWIN15,12/11/2019,12/11/2019,12/11/2019,NA,NA,NA,NA,12/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,31,12/11/2019,13/02/2020,8,21/11/2019,24/12/2019,2,27/11/2019,24/12/2019,NA,NA,NA,gmail.com,I,12/11/2019,NA,NA
1039363542,19/08/2019,U,HYBRIS15,,CON,,NA,07/08/2019,|HYBORD1502|HYBRIS1506|OOBWIN1506|SAPCRMSHIP120501|,HYBRIS15,19/07/2019,07/08/2019,19/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,US,2,17/10/2019,12/11/2019,0,NA,NA,0,NA,NA,NA,NA,NA,vaxxas.com,U,07/08/2019,NA,NA
1042673296,11/10/2019,I,OOBWIN15,OOBWIN15,CON,,10/10/2019,10/10/2019,|OOBWIN1506|,OOBWIN15,10/10/2019,10/10/2019,10/10/2019,NA,NA,NA,NA,10/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,21,11/10/2019,29/11/2019,4,11/10/2019,29/11/2019,2,26/10/2019,29/11/2019,NA,NA,NA,avcenter.com,I,10/10/2019,NA,NA
1039181683,12/07/2019,I,HYBRIS15,HYBORD15,AFF,,11/07/2019,17/07/2019,|HYBORD1502|HYBRIS1506|OOBWIN1506|SAPCRMSHIP120501|,HYBRIS15,09/07/2019,17/07/2019,11/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/07/2019,12/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,US,40,12/07/2019,24/12/2019,17,12/07/2019,15/11/2019,1,13/07/2019,13/07/2019,NA,NA,NA,gmail.com,I,11/07/2019,NA,NA
1043274034,09/11/2019,I,OOBWIN15,OOBWIN15,CON,,09/11/2019,09/11/2019,|OOBWIN1506|,OOBWIN15,09/11/2019,09/11/2019,09/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,30,09/11/2019,13/01/2020,1,10/11/2019,10/11/2019,0,NA,NA,NA,NA,NA,yahoo.com,I,09/11/2019,NA,NA
1043929106,02/12/2019,U,OOBWIN15,,CON,,NA,01/12/2019,|OOBWIN1506|,OOBWIN15,01/12/2019,01/12/2019,01/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,03/12/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,U,01/12/2019,NA,NA
1041129043,28/08/2019,I,HYBRIS15,HYBRIS15,CON,,27/08/2019,27/08/2019,|HYBRIS1506|,HYBRIS15,27/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,133mail.cn,I,27/08/2019,NA,NA
1045182707,30/12/2019,I,HYBRIS15,HYBRIS15,CON,,30/12/2019,30/12/2019,|CROWDS1902|HYBRIS1506|,HYBRIS15,30/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,6,04/01/2020,20/02/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,30/12/2019,NA,NA
1043373159,14/11/2019,I,OOBWIN15,OOBWIN15,CON,,14/11/2019,14/11/2019,|OOBWIN1506|,OOBWIN15,14/11/2019,14/11/2019,14/11/2019,NA,NA,NA,NA,14/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,30,14/11/2019,13/01/2020,0,NA,NA,0,NA,NA,NA,NA,NA,twc.com,I,14/11/2019,NA,NA
1041821290,14/09/2019,I,CROWDS19,CROWDS19,CON,,13/09/2019,20/12/2019,|CROWDS1902|HWDCGS1905|HYBRIS1506|,CROWDS19,13/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,11,03/10/2019,20/02/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,20/12/2019,NA,NA
1037775382,01/04/2019,I,OOBWIN15,OOBWIN15,CON,,31/03/2019,31/03/2019,|OOBWIN1506|,OOBWIN15,31/03/2019,31/03/2019,31/03/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31/03/2019,US,12,06/04/2019,14/02/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,31/03/2019,NA,NA
1045128272,28/12/2019,I,OOBWIN15,OOBWIN15,CON,,28/12/2019,28/12/2019,|OOBWIN1506|,OOBWIN15,28/12/2019,28/12/2019,28/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,28/12/2019,13/01/2020,1,28/12/2019,28/12/2019,0,NA,NA,NA,NA,NA,gmail.com,I,28/12/2019,NA,NA
1038522452,26/05/2019,I,NETMINNG,NETMINNG,CON,,26/05/2019,26/05/2019,|IGNONE20121024|,NETMINNG,26/05/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,26/05/2019,NA,NA
1042368179,01/10/2019,U,SAPCRMSH,,CON,,NA,28/09/2019,|SAPCRMSHIP120501|,SAPCRMSH,28/09/2019,28/09/2019,26/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/09/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,1,01/10/2019,11/10/2019,1,04/10/2019,12/10/2019,1,04/10/2019,12/10/2019,NA,NA,NA,bettertogetherstl.com,U,28/09/2019,NA,NA
1039630895,05/08/2019,I,OOBWIN15,OOBWIN15,CON,,03/08/2019,03/08/2019,|OOBWIN1506|,OOBWIN15,03/08/2019,03/08/2019,03/08/2019,NA,NA,NA,NA,03/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,25/11/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,03/08/2019,NA,NA
1046365118,08/02/2020,I,OOBWIN15,OOBWIN15,CON,,08/02/2020,08/02/2020,|OOBWIN1506|,OOBWIN15,08/02/2020,08/02/2020,08/02/2020,NA,NA,NA,NA,08/02/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,08/02/2020,18/02/2020,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,I,08/02/2020,NA,NA
1039654150,05/08/2019,U,OOBWIN15,,CON,,NA,04/08/2019,|OOBWIN1506|,OOBWIN15,04/08/2019,04/08/2019,04/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,2,25/11/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,U,04/08/2019,NA,NA
1039548555,31/07/2019,O,OOBWIN15,,CON,,NA,30/07/2019,|OOBWIN1506|,OOBWIN15,30/07/2019,30/07/2019,30/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30/07/2019,US,1,31/07/2019,10/08/2019,1,31/07/2019,10/08/2019,1,07/08/2019,10/08/2019,NA,NA,NA,gmail.com,O,10/08/2019,NA,NA
223965454,20/02/2020,I,EPI2,CROWDS19,CON,,20/02/2020,09/03/2020,|COMAPS1603|CROWDS1902|HYBORD1502|HYBRIS1506|LENI2|OOBWIN1506|SAPCRMSHIP120501|,EPI2,28/03/2012,09/03/2020,21/02/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,yahoo.com,I,20/02/2020,NA,NA
1047010152,07/03/2020,U,OOBWIN15,,CON,,NA,10/03/2020,|HYBRIS1506|OOBWIN1506|,OOBWIN15,06/03/2020,06/03/2020,06/03/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/03/2020,NA,NA,US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gmail.com,U,06/03/2020,NA,NA
1039809353,12/08/2019,I,OOBWIN15,OOBWIN15,CON,,11/08/2019,11/08/2019,|OOBWIN1506|,OOBWIN15,11/08/2019,11/08/2019,11/08/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,5,12/08/2019,24/12/2019,2,12/08/2019,24/12/2019,0,NA,NA,NA,NA,NA,gmail.com,I,11/08/2019,NA,NA
215343129,21/10/2019,U,DACSHIP,,CON,,NA,17/10/2019,|DACSHIP|SAPCRMSHIP120501|,DACSHIP,23/02/2011,17/10/2019,02/03/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,3,21/10/2019,24/12/2019,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,U,17/10/2019,NA,NA
1042964366,24/10/2019,U,SAPCRMSH,,CON,,NA,22/10/2019,|SAPCRMSHIP120501|,SAPCRMSH,22/10/2019,22/10/2019,21/10/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,27,24/10/2019,20/02/2020,1,10/01/2020,10/01/2020,0,NA,NA,NA,NA,NA,gmail.com,U,22/10/2019,NA,NA
1044653852,17/12/2019,I,OOBWIN15,OOBWIN15,CON,,17/12/2019,17/12/2019,|OOBWIN1506|,OOBWIN15,17/12/2019,17/12/2019,17/12/2019,NA,NA,NA,NA,17/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,3,17/12/2019,13/01/2020,2,17/12/2019,13/01/2020,0,NA,NA,NA,NA,NA,gmail.com,I,17/12/2019,NA,NA
1046070169,26/01/2020,U,OOBWIN15,,CON,,NA,25/01/2020,|OOBWIN1506|,OOBWIN15,25/01/2020,25/01/2020,25/01/2020,NA,NA,NA,NA,25/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,10,27/01/2020,20/02/2020,1,27/01/2020,30/01/2020,0,NA,NA,NA,NA,NA,aol.com,U,25/01/2020,NA,NA
1046613222,19/02/2020,U,SAPCRMSH,,CON,,NA,17/02/2020,|SAPCRMSHIP120501|,SAPCRMSH,17/02/2020,17/02/2020,16/02/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,gmail.com,U,17/02/2020,NA,NA
1039573869,01/08/2019,I,OOBWIN15,OOBWIN15,CON,,31/07/2019,31/07/2019,|OOBWIN1506|,OOBWIN15,31/07/2019,31/07/2019,31/07/2019,NA,NA,NA,NA,31/07/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US,5,01/08/2019,24/12/2019,1,01/08/2019,01/08/2019,0,NA,NA,NA,NA,NA,gmail.com,I,31/07/2019,NA,NA
